source_file,id,dataset,task_type,hit_count,patterns,bangla,banglish_clean,english,reviewed_banglish,quality_label,review_notes
data/slices/validation_100_v3.jsonl,banglamath_0538,banglamath,short_answer,1,ksh_heavy,"একটি আয়তাকার বাগানের দৈর্ঘ্য ৬০ মিটার ও প্রস্থ ৪০ মিটার। এর ভিতরে ২ মিটার চওড়া রাস্তা থাকলে রাস্তার ক্ষেত্রফল কত
Return only the final answer.","ekoti ayotakar baganer doirghy 60 mitar o prosth 40 mitar. er bhitore 2 mitar choora rasta thakole rastar kshetrofol kot
Return only the final answer.","A rectangular garden is 60m by 40m. If there’s a 2m wide path inside, what is the area of the path?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_0540,banglamath,short_answer,1,ksh_heavy,"একটি ঘরের দৈর্ঘ্য প্রস্থের তিনগুণ এবং ক্ষেত্রফল ১৪৭ বর্গমিটার হলে ঘরটির দৈর্ঘ্য কত
Return only the final answer.","ekoti ghorer doirghy prosther tinogun ebong kshetrofol 147 borgomitar hole ghorotir doirghy kot
Return only the final answer.","If a room's length is three times its width and the area is 147 sq. meters, what is the length?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_0541,banglamath,short_answer,1,ksh_heavy,"একটি আয়তাকার বাগানের দৈর্ঘ্য ৫০ মি ও প্রস্থ ৩০ মি। এর ভিতরে ৩ মিটার চওড়া রাস্তা থাকলে রাস্তার ক্ষেত্রফল কত
Return only the final answer.","ekoti ayotakar baganer doirghy 50 mi o prosth 30 mi. er bhitore 3 mitar choora rasta thakole rastar kshetrofol kot
Return only the final answer.","A rectangular garden is 50m by 30m. If there’s a 3m wide path inside, what is the area of the path?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_0549,banglamath,short_answer,1,ksh_heavy,"একটি বাগানের বাইরে ২.৫ মিটার চওড়া রাস্তা থাকলে রাস্তার ক্ষেত্রফল কত যদি বাগানের দৈর্ঘ্য ৫০ মি ও প্রস্থ ৩৫ মি হয়
Return only the final answer.","ekoti baganer baire 2.5 mitar choora rasta thakole rastar kshetrofol kot jodi baganer doirghy 50 mi o prosth 35 mi hoy
Return only the final answer.","If a 2.5m wide path surrounds a garden of 50m by 35m, what is the area of the path?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_0550,banglamath,short_answer,1,ksh_heavy,"রাস্তাসহ বাগানের পরিসীমা ১৯০ মিটার হলে সমান পরিসীমা বিশিষ্ট বর্গাকার মাঠের ক্ষেত্রফল কত
Return only the final answer.","rastasoh baganer porisima 190 mitar hole soman porisima bishisht borgakar mather kshetrofol kot
Return only the final answer.","If the total perimeter (including path) of a garden is 190m, what is the area of a square field with the same perimeter?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_0552,banglamath,short_answer,1,ksh_heavy,"একটি সামান্তরিকের ভূমি ৯০ গজ ও উচ্চতা ৫০ গজ হলে তার ক্ষেত্রফল কত
Return only the final answer.","ekoti samantoriker bhumi 90 goj o uchchota 50 goj hole tar kshetrofol kot
Return only the final answer.","If a parallelogram has a base of 90 yards and height of 50 yards, what is its area?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_0559,banglamath,short_answer,1,ksh_heavy,"একটি বর্গক্ষেত্রের পরিসীমা ১৬০ মিটার হলে তার ক্ষেত্রফল কত
Return only the final answer.","ekoti borgokshetrer porisima 160 mitar hole tar kshetrofol kot
Return only the final answer.","If a square has a perimeter of 160 meters, what is its area?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_1685,banglamath,short_answer,1,db_cluster,"২ বছর পর জীবনের বয়স হবে, ২ বছর পূর্বে জীবনের বয়স যা ছিল তার দ্বিগুণ। ৩ বছর পর জীবনের বয়স যদি ৩ বছর পূর্বে জীবনের বয়সের সমান হয়, তবে কার বয়স বেশি, জীবনের নাকি জুলির?
Return only the final answer.","2 bochhor por jiboner boyos hobe, 2 bochhor purbe jiboner boyos ja chhil tar dbigun. 3 bochhor por jiboner boyos jodi 3 bochhor purbe jiboner boyoser soman hoy, tobe kar boyos beshi, jiboner naki julir?
Return only the final answer.","In 2 years, Jibon’s age will be twice what it was 2 years ago. In 3 years, Jibon’s age will equal what it was 3 years ago. Who is older—Jibon or Julie?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_1688,banglamath,short_answer,1,ksh_heavy,"কোন একটি বিয়ের অনুষ্ঠানে রান্না করতে বাবুর্চি ও তার সহকর্মী মোট ৪০০টি পেঁয়াজ কাটেন। বাবুর্চি প্রতি মিনিটে অন্তত ৩টি পেঁয়াজ এবং তার সহকর্মী প্রতি মিনিটে অন্তত ২টি পেঁয়াজ কাটতে পারে। যদি বাবুর্চি তার সহকর্মীর চেয়ে ২৫ মিনিট আগে পেঁয়াজ কাটা বন্ধ, তবে কে কতটি পেঁয়াজ কেটেছিল আর কার কতক্ষণ সময় লেগেছিল?
Return only the final answer.","kon ekoti biyer onushthane ranna korote baburchi o tar sohokormi mot 400ti penyaj katen. baburchi proti minite ontot 3ti penyaj ebong tar sohokormi proti minite ontot 2ti penyaj katote pare. jodi baburchi tar sohokormir cheye 25 minit age penyaj kata bondh, tobe ke kototi penyaj ketechhil ar kar kotokshon somoy legechhil?
Return only the final answer.","At a wedding, a chef and assistant cut 400 onions together. The chef cuts at least 3 onions per minute and the assistant cuts at least 2 per minute. If the chef stops 25 minutes before the assistant, how many onions did each cut and how long did they work?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_1690,banglamath,short_answer,1,db_cluster,"খেলনা গাড়ি নিয়ে খেলার সময় মিন্টু দেখলো , সেন্টুর গাড়ির সংখ্যা তার চেয়ে বেশি এবং সেন্টু কে বললো, তুমি আমাকে দুইটা গাড়ি দাও তাহলে আমাদের গাড়ির সংখ্যা সমান হবে ।সেন্টু উল্টো জোড় করে মিন্টুর থেকে ২টি গাড়ি নিয়ে হিসাব করে বলল তার গাড়ির সংখ্যা এখন মিন্টুর দ্বিগুণ । শুরুতে কার কয়টি গাড়ি ছিল ?
Return only the final answer.","khelona gari niye khelar somoy mintu dekholo , sentur garir songkhya tar cheye beshi ebong sentu ke bololo, tumi amake duita gari dao tahole amader garir songkhya soman hobe .sentu ulto jor kore mintur theke 2ti gari niye hisab kore bolol tar garir songkhya ekhon mintur dbigun . shurute kar koyoti gari chhil ?
Return only the final answer.","While playing, Mintu noticed Sentu had more toy cars. Mintu said, “Give me two cars, and we’ll have the same.” Sentu instead took two cars from Mintu and claimed he now has double. How many cars did each have initially?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_1694,banglamath,short_answer,1,ksh_heavy,"একটি ৫০০ মিটার লম্বা ট্রেনের গতি ৬০ কিলোমিটার হলে ,অর্ধকিলোমীটার লম্বা একটি সেতু পাড়ি দিতে ট্রেনটির কতক্ষণ সময় লাগবে?
Return only the final answer.","ekoti 500 mitar lomba trener goti 60 kilomitar hole ,ordhokilomitar lomba ekoti setu pari dite trenotir kotokshon somoy lagobe?
Return only the final answer.","A train 500 meters long moves at 60 km/h. How long will it take to cross a bridge 500 meters long?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,banglamath_1703,banglamath,short_answer,1,ksh_heavy,"একটি ঝুরিতে ধারণক্ষমতা ১২০টি আনারস অথবা ১৪৪টি আমের । ঝুড়িতে ৯০টি আনারস রাখার পর আর কতটি আম রাখা যাবে?
Return only the final answer.","ekoti jhurite dharonokshomota 120ti anaros othoba 144ti amer . jhurite 90ti anaros rakhar por ar kototi am rakha jabe?
Return only the final answer.","A basket can hold 120 pineapples or 144 mangoes. If 90 pineapples are stored, how many mangoes can still be added?
Return only the final answer.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Biology_0215,benqa,mcq,1,oja_loanword,"C_{6}H_{12}O_{6}\xarrowright{এনজাইম}C_{3}H_{4}O_{3} উদ্দীপকের প্রক্রিয়াটি- i. সবাত ও অবাত শ্বসনের প্রথম ধাপ ii. কোষের মাইটোকন্ড্রিয়ায় ঘটে থাকে iii. এতে নিট অণু ATP উৎপন্ন হয় নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","C_{6}H_{12}O_{6}\xarrowright{enojaim}C_{3}H_{4}O_{3} uddipoker prokriyati- i. sobat o obat shbosoner prothom dhap ii. kosher maitokondriyay ghote thake iii. ete nit onu ATP utoponn hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","C_{6}H_{12}O_{6} \xrightarrow{Enzyme} C_{3}H_{4}O_{3} the process of the stem- i. is the inital stage of both acrobic and anacrobic respiration ii. takes place in the mitochondria of a cell iii. produces & molecules of neat ATP Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Chemistry_0041,benqa,mcq,1,ksh_heavy,"নিচের কোন তথ্যটি সঠিক?
A. C_{2}H_{4} অপেক্ষা C_{2}H{6} অধিক সক্রিয়
B. CH_{4} ক্ষারকের সাথে বিক্রিয়া করে
C. ইথানল একটি হাইড্রোকার্বন
D. পলিপ্রোপিনকে রি-সাইকেল করা যায়
Answer with only A, B, C, or D.","nicher kon tothyoti sothik?
A. C_{2}H_{4} opeksha C_{2}H{6} odhik sokriy
B. CH_{4} ksharoker sathe bikriya kore
C. ithanol ekoti haidrokarbon
D. polipropinoke ri-saikel kora jay
Answer with only A, B, C, or D.","Which one of the following information is correct?
A. C_{3}H_{6} is more active than C_{2}H_{4}
B. CH_{4} reacts with base
C. Ethanol is a hydrocarbon
D. it is possible to recycle polypropene
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Chemistry_0336,benqa,mcq,1,ksh_heavy,"A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 মোলার NaCl দ্রবণ A-এর 'X' গ্যাসটি- i. CO_{2} ii. অম্লধর্মী iii. বায়ু অপেক্ষা ভারী নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 molar NaCl drobon A-er 'X' gyasoti- i. CO_{2} ii. omlodhormi iii. bayu opeksha bhari nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","A\rightarrow CaCO_{3}\overset{\Delta }{\rightarrow}CaO(s)+X(g) B\rightarrow 250 mL 0.2 olar NaCl solution The 'X' gas of A is- i. CO_{2} ii. acidic iii. heavier than air Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Physics_0036,benqa,mcq,1,ksh_heavy,"70 কেজি ওজনের একজন ব্যক্তি 5 মিনিটে 100 m উচু পাহাড়ে উঠে, তার ক্ষমতা কত ওয়াট? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.","70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota kot oyat? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.","How much power in Watt when a man of mass 70 kg clinb in the hill of height 100 m for using 5 minutes? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Physics_0045,benqa,mcq,1,db_cluster,"কোন নির্দিষ্ট ভরের কোনো বস্তুর বেগ দ্বিগুন করলে গতিশক্তি কত গুন হবে?
A. চারগুন
B. দ্বিগুন
C. অর্ধেক
D. সমান
Answer with only A, B, C, or D.","kon nirdisht bhorer kono bostur beg dbigun korole gotishokti kot gun hobe?
A. charogun
B. dbigun
C. ordhek
D. soman
Answer with only A, B, C, or D.","How many times the kinetic energy of a definite mass when it's velocity replaced by twice time?
A. Four time
B. Twice time
C. Half
D. Equal
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Physics_0084,benqa,mcq,1,tb_virama_b,"স্থির অবস্থান থেকে সমত্বরণে বস্তুর যেকোনো সময়ের বেগ বস্তুর অতিক্রান্ত দূরত্বের-
A. সমানুপাতিক
B. বর্গের সমানুপাতিক
C. বর্গের ব্যস্তানুপাতিক
D. বর্গমূলের সমানুপাতিক
Answer with only A, B, C, or D.","sthir obosthan theke somotborone bostur jekono somoyer beg bostur otikrant durotber-
A. somanupatik
B. borger somanupatik
C. borger byostanupatik
D. borgomuler somanupatik
Answer with only A, B, C, or D.","The velocity of a body starting from rest with uniform acceleration is ____ the distance.
A. proportional to
B. proportional to the square of
C. inversely proportional to the square of
D. proportional to the square root of
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_10th-Physics_0280,benqa,mcq,1,tb_virama_b,"তামার রোধকত্ব কোনটি?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.","tamar rodhokotb konoti?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.","Which one is the resistivity of copper?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Biology-II_0034,benqa,mcq,1,ksh_heavy,"ক্ষুদ্রান্ত্রের ক্ষুদ্র অংশ কোনটি?
A. পাইলোরাস
B. ডিওডেনাম
C. জেজুনাম
D. ইলিয়াম
Answer with only A, B, C, or D.","kshudrantrer kshudr ongsh konoti?
A. pailoras
B. diodenam
C. jejunam
D. iliyam
Answer with only A, B, C, or D.","Which is the smallest part of small intestine?
A. Pylorus
B. Duodenum
C. Jejunum
D. Ileum
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Biology-II_0247,benqa,mcq,1,db_cluster,"P \rightarrow DdEe \times ddEE উদ্দীপকে উল্লিখিত ক্রস দ্বারা মূক ও বধির সন্তান হবার সম্ভাবনা কত?
A. 25%
B. 50%
C. 75%
D. 100%
Answer with only A, B, C, or D.","P \rightarrow DdEe \times ddEE uddipoke ullikhit kros dbara muk o bodhir sontan hobar sombhabona kot?
A. 25%
B. 50%
C. 75%
D. 100%
Answer with only A, B, C, or D.","P\rightarrow DdEe\times ddEE Which is the possiblity of producing deaf and dump offspring by above mentioned cross?
A. 25%
B. 50%
C. 75%
D. 100%
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Biology-II_0287,benqa,mcq,1,oja_loanword,"প্রোটিন পরিপাকে অংশ নেয় কোনটি? i. পেপসিন ii. অ্যামাইলেজ iii. কার্বক্সিপেপটাইড নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii, ও iii
Answer with only A, B, C, or D.","protin poripake ongsh ney konoti? i. peposin ii. ojamailej iii. karboksipepotaid nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.","What participate in protein digestion? i. pepsin ii.Amylase iii.Carboxypeptide Which one is correct?
A. i & ii
B. i & iii
C. ii & iii
D. I,ii & iii
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Biology-I_0042,benqa,mcq,1,db_cluster,"সাইকাসের প্রধান মূল নষ্ট হওয়ার ফলে- i. অস্থানিক মূল সৃষ্টি হয় ii. Anabaena দ্বারা আক্রান্ত হয় iii. এর আকৃতি সামুদ্রিক প্রবালের মত হয় নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii, ও iii
Answer with only A, B, C, or D.","saikaser prodhan mul nosht hooyar fole- i. osthanik mul srishti hoy ii. Anabaena dbara akrant hoy iii. er akriti samudrik probaler mot hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.","In case of damage of the ta root of cycas- i. produces adventitious roof ii. attached by anabaena iii. its shape is as like as sea coral Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Biology-I_0283,benqa,mcq,1,ksh_heavy,"পেঁপের রিং স্পট রোগের লক্ষণ হলো- i. পাতার বোটায় পানি ভেজা সবুজ দাগ দেখা যায় ii. পেঁপের মিষ্টতা হ্রাস পায় iii. ফলের আকার বড় হয় নিচের কোনটি সঠিক?
A. i ও ii
B. ii ও iii
C. i ও iii
D. i, ii, ও iii
Answer with only A, B, C, or D.","penper ring spot roger lokshon holo- i. patar botay pani bheja sobuj dag dekha jay ii. penper mishtota hras pay iii. foler akar bor hoy nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii, o iii
Answer with only A, B, C, or D.","Symptoms of ring spot disease in papaya is- i. observance of wet green spot on the petiole of leaves ii. reduction of sweetness of papaya iii. enlarging of the size of fruit Which one is correct?
A. i & ii
B. ii & iii
C. i & iii
D. i, ii & iii
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Chemistry-II_0013,benqa,mcq,1,oja_loanword,"ঘুমের ঔষধ হিসেবে ব্যবহৃত হয় কোনটি?
A. ফরমালডিহাইড
B. অ্যাসিটালডিহাইড
C. প্যারালডিহাইড
D. মেটালডিহাইড
Answer with only A, B, C, or D.","ghumer oushodh hisebe byobohrit hoy konoti?
A. foromalodihaid
B. ojasitalodihaid
C. pyaralodihaid
D. metalodihaid
Answer with only A, B, C, or D.","Which one is used as a medicine of sleep?
A. Formaldehyde
B. Acetaldehyde
C. Paraldehyde
D. Metaldehyde
Answer with only A, B, C, or D.",,,
data/slices/validation_100_v3.jsonl,benqa_12th-Chemistry-I_0174,benqa,mcq,1,khady_sanskritized,"ভিনেগার- i. খাদ্যের ব্যাকটেরিয়া ধ্বংস করা ii. খাবারের রুচি বৃদ্ধি করে iii. রক্ত সঞ্চালন কমায় নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","bhinegar- i. khadyer byakoteriya dhbongs kora ii. khabarer ruchi briddhi kore iii. rokt sonchalon komay nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","Vinegar- i.destroys bacteria ii.increases the taste of meal iii.decreases blood circulation Which one is correct?
A. i&ii
B. i&iii
C. ii&iii
D. I,ii&iii
Answer with only A, B, C, or D.",,,
