source_file,id,dataset,task_type,hit_count,patterns,bangla,banglish_clean,english,reviewed_banglish,quality_label,review_notes,suggested_banglish,suggestion_notes
data/slices/validation_200_v4.jsonl,banglamath_0552,banglamath,short_answer,1,ksh_heavy,"একটি সামান্তরিকের ভূমি ৯০ গজ ও উচ্চতা ৫০ গজ হলে তার ক্ষেত্রফল কত
Return only the final answer.","ekoti samantoriker bhumi 90 goj o uchchota 50 goj hole tar kshetrofol kot
Return only the final answer.","If a parallelogram has a base of 90 yards and height of 50 yards, what is its area?
Return only the final answer.",,,,"ekti samantoriker bhumi 90 goj o ucchota 50 goj hole tar khetrofol koto
Return only the final answer.",ekoti->ekti (1); kot->koto (1); kshetrofol->khetrofol (1); uchchota->ucchota (1)
data/slices/validation_200_v4.jsonl,banglamath_0553,banglamath,short_answer,1,ksh_heavy,"সামান্তরিকের মেঝে পাথর দ্বারা ঢাকতে কতটি পাথর লাগবে যদি মেঝের ক্ষেত্রফল ৪৫০০ বর্গগজ ও পাথরের ক্ষেত্রফল ৪ বর্গগজ হয়
Return only the final answer.","samantoriker mejhe pathor dwara dhakote kototi pathor lagobe jodi mejher kshetrofol 4500 borgogoj o pathorer kshetrofol 4 borgogoj hoy
Return only the final answer.","To cover a parallelogram floor of 4500 sq. yards with stones each covering 4 sq. yards, how many stones are needed?
Return only the final answer.",,,,"samantoriker mejhe pathor dwara dhakote kototi pathor lagobe jodi mejher khetrofol 4500 borgogoj o pathorer khetrofol 4 borgogoj hoy
Return only the final answer.",kshetrofol->khetrofol (2)
data/slices/validation_200_v4.jsonl,banglamath_0559,banglamath,short_answer,1,ksh_heavy,"একটি বর্গক্ষেত্রের পরিসীমা ১৬০ মিটার হলে তার ক্ষেত্রফল কত
Return only the final answer.","ekoti borgokshetrer porisima 160 mitar hole tar kshetrofol kot
Return only the final answer.","If a square has a perimeter of 160 meters, what is its area?
Return only the final answer.",,,,"ekti borgokshetrer porisima 160 mitar hole tar khetrofol koto
Return only the final answer.",ekoti->ekti (1); kot->koto (1); kshetrofol->khetrofol (1)
data/slices/validation_200_v4.jsonl,banglamath_1688,banglamath,short_answer,1,ksh_heavy,"কোন একটি বিয়ের অনুষ্ঠানে রান্না করতে বাবুর্চি ও তার সহকর্মী মোট ৪০০টি পেঁয়াজ কাটেন। বাবুর্চি প্রতি মিনিটে অন্তত ৩টি পেঁয়াজ এবং তার সহকর্মী প্রতি মিনিটে অন্তত ২টি পেঁয়াজ কাটতে পারে। যদি বাবুর্চি তার সহকর্মীর চেয়ে ২৫ মিনিট আগে পেঁয়াজ কাটা বন্ধ, তবে কে কতটি পেঁয়াজ কেটেছিল আর কার কতক্ষণ সময় লেগেছিল?
Return only the final answer.","kon ekoti biyer onushthane ranna korote baburchi o tar sohokormi mot 400ti penyaj katen. baburchi proti minite ontot 3ti penyaj ebong tar sohokormi proti minite ontot 2ti penyaj katote pare. jodi baburchi tar sohokormir cheye 25 minit age penyaj kata bondh, tobe ke kototi penyaj ketechhil ar kar kotokshon somoy legechhil?
Return only the final answer.","At a wedding, a chef and assistant cut 400 onions together. The chef cuts at least 3 onions per minute and the assistant cuts at least 2 per minute. If the chef stops 25 minutes before the assistant, how many onions did each cut and how long did they work?
Return only the final answer.",,,,"kon ekti biyer onushthane ranna korte baburchi o tar sohokormi mot 400ti peyaj katen. baburchi proti minite ontot 3ti peyaj ebong tar sohokormi proti minite ontot 2ti peyaj katote pare. jodi baburchi tar sohokormir cheye 25 minit age peyaj kata bondh, tobe ke kototi peyaj ketechhil ar kar kotokshon somoy legechhil?
Return only the final answer.",ekoti->ekti (1); korote->korte (1); penyaj->peyaj (5)
data/slices/validation_200_v4.jsonl,banglamath_1694,banglamath,short_answer,1,ksh_heavy,"একটি ৫০০ মিটার লম্বা ট্রেনের গতি ৬০ কিলোমিটার হলে ,অর্ধকিলোমীটার লম্বা একটি সেতু পাড়ি দিতে ট্রেনটির কতক্ষণ সময় লাগবে?
Return only the final answer.","ekoti 500 mitar lomba trener goti 60 kilomitar hole ,ordhokilomitar lomba ekoti setu pari dite trenotir kotokshon somoy lagobe?
Return only the final answer.","A train 500 meters long moves at 60 km/h. How long will it take to cross a bridge 500 meters long?
Return only the final answer.",,,,"ekti 500 mitar lomba trener goti 60 kilomitar hole ,ordhokilomitar lomba ekti setu pari dite trenotir kotokshon somoy lagobe?
Return only the final answer.",ekoti->ekti (2)
data/slices/validation_200_v4.jsonl,banglamath_1703,banglamath,short_answer,1,ksh_heavy,"একটি ঝুরিতে ধারণক্ষমতা ১২০টি আনারস অথবা ১৪৪টি আমের । ঝুড়িতে ৯০টি আনারস রাখার পর আর কতটি আম রাখা যাবে?
Return only the final answer.","ekoti jhurite dharonokshomota 120ti anaros othoba 144ti amer . jhurite 90ti anaros rakhar por ar kototi am rakha jabe?
Return only the final answer.","A basket can hold 120 pineapples or 144 mangoes. If 90 pineapples are stored, how many mangoes can still be added?
Return only the final answer.",,,,"ekti jhurite dharonokshomota 120ti anaros othoba 144ti amer . jhurite 90ti anaros rakhar por ar kototi am rakha jabe?
Return only the final answer.",ekoti->ekti (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Biology_0215,benqa,mcq,1,oja_loanword,"C_{6}H_{12}O_{6}\xarrowright{এনজাইম}C_{3}H_{4}O_{3} উদ্দীপকের প্রক্রিয়াটি- i. সবাত ও অবাত শ্বসনের প্রথম ধাপ ii. কোষের মাইটোকন্ড্রিয়ায় ঘটে থাকে iii. এতে নিট অণু ATP উৎপন্ন হয় নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","C_{6}H_{12}O_{6}\xarrowright{enojaim}C_{3}H_{4}O_{3} uddipoker prokriyati- i. sobat o obat shbosoner prothom dhap ii. kosher maitokondriyay ghote thake iii. ete nit onu ATP utoponn hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","C_{6}H_{12}O_{6} \xrightarrow{Enzyme} C_{3}H_{4}O_{3} the process of the stem- i. is the inital stage of both acrobic and anacrobic respiration ii. takes place in the mitochondria of a cell iii. produces & molecules of neat ATP Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,,"C_{6}H_{12}O_{6}\xarrowright{enojaim}C_{3}H_{4}O_{3} uddipoker prokriyati- i. sobat o obat shbosoner prothom dhap ii. kosher maitokondriyay ghote thake iii. ete nit onu ATP utoponn hoy nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",konoti->konti (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Biology_0277,benqa,mcq,1,oja_loanword,"মতিন তামাক পাতায় এক ধরনের মোজাইক রোগ দেখতে পেল। উল্লিখিত রোগের ভাইরাসের বংশগতীয় বস্তুতে বন্ধন বিদ্যমান- i. A = T ii. G = C iii. A = U নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","motin tamak patay ek dhoroner mojaik rog dekhote pel. ullikhit roger bhairaser bongshogotiy bostute bondhon bidyoman- i. A = T ii. G = C iii. A = U nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","Motin found a bind of mosaic disease on tobacco leaves. Which bond is present in the heredity component of virus given in the stem? i. A = T ii. G = C iii. A = U Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,,"motin tamak patay ek dhoroner mojaik rog dekhote pel. ullikhit roger bhairaser bongshogotiy bostute bondhon bidyoman- i. A = T ii. G = C iii. A = U nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",konoti->konti (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Chemistry_0041,benqa,mcq,1,ksh_heavy,"নিচের কোন তথ্যটি সঠিক?
A. C_{2}H_{4} অপেক্ষা C_{2}H{6} অধিক সক্রিয়
B. CH_{4} ক্ষারকের সাথে বিক্রিয়া করে
C. ইথানল একটি হাইড্রোকার্বন
D. পলিপ্রোপিনকে রি-সাইকেল করা যায়
Answer with only A, B, C, or D.","nicher kon tothyoti sothik?
A. C_{2}H_{4} opeksha C_{2}H{6} odhik sokriy
B. CH_{4} ksharoker sathe bikriya kore
C. ithanol ekoti haidrokarbon
D. polipropinoke ri-saikel kora jay
Answer with only A, B, C, or D.","Which one of the following information is correct?
A. C_{3}H_{6} is more active than C_{2}H_{4}
B. CH_{4} reacts with base
C. Ethanol is a hydrocarbon
D. it is possible to recycle polypropene
Answer with only A, B, C, or D.",,,,"nicher kon tothyoti sothik?
A. C_{2}H_{4} opeksha C_{2}H{6} odhik sokriy
B. CH_{4} ksharoker sathe bikriya kore
C. ithanol ekti haidrokarbon
D. polipropinoke ri-saikel kora jay
Answer with only A, B, C, or D.",ekoti->ekti (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Chemistry_0191,benqa,mcq,1,ksh_heavy,"CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B উদ্দীপকে A যৌগটি- i. সংযোজন বিক্রিয়া দেয় ii. প্লাস্টিক তৈরিতে ব্যবহৃত হয় iii. 'B' অপেক্ষা কম সক্রিয় নিচের কোনটি সঠিক?
A. i ও ii
B. ii ও iii
C. i ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B uddipoke A jougoti- i. songjojon bikriya dey ii. plastik toirite byobohrit hoy iii. 'B' opeksha kom sokriy nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.","CH_{3}-CH_{2}-C\equiv CH+Cl_{2}\rightarrow A A+Cl_{2}\rightarrow B The compound 'A' of the stem- i. give addition reaction ii. is used to form plastic iii. is less active than 'B' Which of the following is correct?
A. i and ii
B. ii and iii
C. i and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,,"CH_{3}-CH_{2}-C \equiv CH + Cl_{2} \rightarrow A A + Cl_{2} \rightarrow B uddipoke A jougoti- i. songjojon bikriya dey ii. plastik toirite byobohrit hoy iii. 'B' opeksha kom sokriy nicher konti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.",konoti->konti (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Chemistry_0336,benqa,mcq,1,ksh_heavy,"A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 মোলার NaCl দ্রবণ A-এর 'X' গ্যাসটি- i. CO_{2} ii. অম্লধর্মী iii. বায়ু অপেক্ষা ভারী নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 molar NaCl drobon A-er 'X' gyasoti- i. CO_{2} ii. omlodhormi iii. bayu opeksha bhari nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","A\rightarrow CaCO_{3}\overset{\Delta }{\rightarrow}CaO(s)+X(g) B\rightarrow 250 mL 0.2 olar NaCl solution The 'X' gas of A is- i. CO_{2} ii. acidic iii. heavier than air Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,,"A \rightarrow CaCO_{3}(s) \xrightarrow{\Delta} CaO(s) + X(g) B \rightarrow 250 mL 0.2 molar NaCl drobon A-er 'X' gyasoti- i. CO_{2} ii. omlodhormi iii. bayu opeksha bhari nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",konoti->konti (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Math-II_0367,benqa,mcq,1,ksh_heavy,"একটি নিরপেক্ষ ছক্কা একবার নিক্ষেপ করা হলে মৌলিক সংখ্যা আসার সম্ভাবনা কত?
A. \frac{1}{6}
B. \frac{1}{3}
C. \frac{1}{2}
D. \frac{2}{3}
Answer with only A, B, C, or D.","ekoti niropeksh chhokka ekobar nikshep kora hole moulik songkhya asar sombhabona kot?
A. \frac{1}{6}
B. \frac{1}{3}
C. \frac{1}{2}
D. \frac{2}{3}
Answer with only A, B, C, or D.","What is the probability of appearing a prime number in the throw of an unbiased dice once?
A. \frac{1}{6}
B. \frac{1}{3}
C. \frac{1}{2}
D. \frac{2}{3}
Answer with only A, B, C, or D.",,,,"ekti niropeksh chhokka ekobar nikshep kora hole moulik songkhya asar sombhabona koto?
A. \frac{1}{6}
B. \frac{1}{3}
C. \frac{1}{2}
D. \frac{2}{3}
Answer with only A, B, C, or D.",ekoti->ekti (1); kot->koto (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Physics_0036,benqa,mcq,1,ksh_heavy,"70 কেজি ওজনের একজন ব্যক্তি 5 মিনিটে 100 m উচু পাহাড়ে উঠে, তার ক্ষমতা কত ওয়াট? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.","70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota kot oyat? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.","How much power in Watt when a man of mass 70 kg clinb in the hill of height 100 m for using 5 minutes? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.",,,,"70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota koto oyat? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.",kot->koto (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Physics_0084,benqa,mcq,1,tb_virama_b,"স্থির অবস্থান থেকে সমত্বরণে বস্তুর যেকোনো সময়ের বেগ বস্তুর অতিক্রান্ত দূরত্বের-
A. সমানুপাতিক
B. বর্গের সমানুপাতিক
C. বর্গের ব্যস্তানুপাতিক
D. বর্গমূলের সমানুপাতিক
Answer with only A, B, C, or D.","sthir obosthan theke somotborone bostur jekono somoyer beg bostur otikrant durotter-
A. somanupatik
B. borger somanupatik
C. borger byostanupatik
D. borgomuler somanupatik
Answer with only A, B, C, or D.","The velocity of a body starting from rest with uniform acceleration is ____ the distance.
A. proportional to
B. proportional to the square of
C. inversely proportional to the square of
D. proportional to the square root of
Answer with only A, B, C, or D.",,,,,
data/slices/validation_200_v4.jsonl,benqa_10th-Physics_0130,benqa,mcq,1,tb_virama_b,"মানবদেহের ঘনত্ব কত? i. কন্ট্রোল রড থাকে ii. বিপুল পরিমাণ তাপ শক্তি নির্গত হয় iii. জ্বালানি হিসেবে ইউরেনিয়াম ব্যবহৃত হয় নিচের কোনটি সঠিক?
A. i ও ii
B. i ও iii
C. ii ও iii
D. i, ii ও iii
Answer with only A, B, C, or D.","manobodeher ghonotb kot? i. kontrol rod thake ii. bipul poriman tap shokti nirgot hoy iii. jbalani hisebe iureniyam byobohrit hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","In nuclear rector - i. there is control rod ii. huge amunt of heat energy is radiated iii.uranium is used as fuel Which one is correct?
A. i and ii
B. i and iii
C. ii and iii
D. i, ii and iii
Answer with only A, B, C, or D.",,,,"manobodeher ghonotb koto? i. kontrol rod thake ii. bipul poriman tap shokti nirgot hoy iii. jbalani hisebe iureniyam byobohrit hoy nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",konoti->konti (1); kot->koto (1)
data/slices/validation_200_v4.jsonl,benqa_10th-Physics_0280,benqa,mcq,1,tb_virama_b,"তামার রোধকত্ব কোনটি?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.","tamar rodhokotb konoti?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.","Which one is the resistivity of copper?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.",,,,"tamar rodhokotb konti?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.",konoti->konti (1)
data/slices/validation_200_v4.jsonl,benqa_12th-Biology-II_0034,benqa,mcq,1,ksh_heavy,"ক্ষুদ্রান্ত্রের ক্ষুদ্র অংশ কোনটি?
A. পাইলোরাস
B. ডিওডেনাম
C. জেজুনাম
D. ইলিয়াম
Answer with only A, B, C, or D.","kshudrantrer kshudr ongsh konoti?
A. pailoras
B. diodenam
C. jejunam
D. iliyam
Answer with only A, B, C, or D.","Which is the smallest part of small intestine?
A. Pylorus
B. Duodenum
C. Jejunum
D. Ileum
Answer with only A, B, C, or D.",,,,"kshudrantrer kshudr ongsh konti?
A. pailoras
B. diodenam
C. jejunam
D. iliyam
Answer with only A, B, C, or D.",konoti->konti (1)
