model,id,dataset,task_type,answer_type,gold,pattern,bangla_present,bangla_correct,bangla_parsed,bangla_raw,bangla_seconds,banglish_clean_present,banglish_clean_correct,banglish_clean_parsed,banglish_clean_raw,banglish_clean_seconds,english_present,english_correct,english_parsed,english_raw,english_seconds
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0033,mgsm,math_word_problem,short_answer,35,english_only_correct,True,False,এক সপ্তাহ = 7 দিন।,প্রতিটি কুকুরের জন্য দিনে 0.5 ঘণ্টা সময় লাগে। 10টি কুকুরের জন্য দিনে সময় = 10 × 0.5 = 5 ঘণ্টা। এক সপ্তাহ = 7 দিন। সপ্তাহে সম,6.7611,True,False,The question is in Bengali and translates to:,"The question is in Bengali and translates to: ""Jon 10ti kukurer dekhashona koren. Hantachola o tader kajokorm dekhashona korar jony protiti kukurer jony dine .5 ghonta kore somoy lage. Kukuroder dekhashona korar jony ...",6.5956,True,True,35,"Each dog takes 0.5 hours a day to care for. John has 10 dogs, so daily time spent = 10 × 0.5 = 5 hours per day. There are 7 days in a week, so weekly time = 5 × 7 = 35 hours. 35",3.6286
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0034,mgsm,math_word_problem,short_answer,70,all_wrong,True,False,রৌপ্য মুদ্রার থেকে 30টি বেশি স্বর্ণ মুদ্রা আছে।,"গ্রেচেনের কাছে 110টি মুদ্রা আছে। রৌপ্য মুদ্রার থেকে 30টি বেশি স্বর্ণ মুদ্রা আছে। ধরি, স্বর্ণ মুদ্রা = x তবে রৌপ্য মুদ্রা = x -",6.6727,True,False,80,Grechener kachhe 110 ti mudra achhe. Roupy mudrar theke 30 ti beshi sborn mudra achhe. Tader kachhe sborn mudra = 110 - 30 = 80 Final answer: 80,3.5704,True,False,2s + 30,Let’s solve the problem step by step. Let: - $ s $ = number of silver coins - $ g $ = number of gold coins We are told: 1. Gretchen has 110 coins in total: $$ g + s = 110 $$ 2. There are 30 more gold coins than silver...,6.5807
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0035,mgsm,math_word_problem,short_answer,23,english_only_correct,True,False,= \( \frac{40}{2} + 5 = 20 + 5 = 25 \),রেমন্ডের কাছে 40টি রত্ন আছে। অ্যারনের কাছে রত্নের সংখ্যা = রেমন্ডের রত্নের অর্ধেকের থেকে 5টি বেশি = \( \frac{40}{2} + 5 = 20 + 5 = 25 \) সিওভ,6.7057,True,False,"We are given a problem in Bengali, and we need to find how many rot (units) Siobhan has, given certain conditions.","We are given a problem in Bengali, and we need to find how many rot (units) Siobhan has, given certain conditions. Let's translate and interpret the problem step by step: --- **Original text:** ""ojaroner theke siobhan...",6.581,True,True,23,"Raymond has 40 jewels. Aaron has 5 more than half of Raymond's jewels: Half of Raymond's jewels = 40 ÷ 2 = 20 So, Aaron has 20 + 5 = 25 jewels. Siobhan has 2 fewer than Aaron: 25 - 2 = 23 Siobhan has 23 jewels. 23",4.4956
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0036,mgsm,math_word_problem,short_answer,9,bangla_drop_vs_banglish_english,True,False,25% বেশি মানে হলো প্র,প্রথম 20 মিনিটে মাইক 4 পয়েন্ট স্কোর করেছেন। দ্বিতীয় 20 মিনিটে তিনি 25% বেশি পয়েন্ট স্কোর করেছেন। 25% বেশি মানে হলো প্র,6.7227,True,True,9,Prothom 20 minute: 4 point Dbiti 20 minute: 25% beshi point → 25% of 4 = 0.25 × 4 = 1 Tini 20 minute skor kore: 4 + 1 = 5 point Total skor = 4 + 5 = 9 point Final answer: 9,4.6534,True,True,9,"In the first 20 minutes, Mike scores 4 points. In the second 20 minutes, he scores 25% more points than 4. 25% of 4 = 0.25 × 4 = 1 So, in the second 20 minutes, he scores 4 + 1 = 5 points. Total points = 4 + 5 = 9 9",4.526
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0037,mgsm,math_word_problem,short_answer,75,all_wrong,True,False,"অর্থাৎ, 4টি ইয়োগার্টের মূল","টেরি দিনে 2টি ইয়োগার্ট খান। সম্প্রতি 4টি ইয়োগার্ট $5.00-এর ছাড়যুক্ত মূল্যে বিক্রি হচ্ছে। অর্থাৎ, 4টি ইয়োগার্টের মূল",6.6914,True,False,30 dine → 30 × $30.00 = $900,30 dine tini iyogarter jony kot dolar byoy koren? 2ti iyogart khan → 2 × $5.00 = $10.00 4ti iyogart $5.00-er chharojukt mulye bikri hochchhe → 4 × $5.00 = $20.00 Total daily earning = $10.00 + $20.00 = $30.00 30 dine ...,6.541,True,False,15 × $5.00 = $75.00.,"Terry eats 2 yogurts a day. Over 30 days, he eats: 2 yogurts/day × 30 days = 60 yogurts. The yogurts are on sale: 4 yogurts for $5.00. So, the cost per 4 yogurts is $5.00. Number of sets of 4 yogurts in 60 yogurts: 60...",6.6589
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0038,mgsm,math_word_problem,short_answer,2,all_wrong,True,False,তিনি $20 মূল্�,জন তাঁর 13টি লেগো সেট আছে এবং সেগুলির প্রতিটিকে $15 দরে বিক্রয় করেছেন। সুতরাং মোট বিক্রয় অর্থ = 13 × 15 = $195 তিনি $20 মূল্�,6.9008,True,False,"After buying the gems, he has **$5 left**.","First, let's understand the problem step by step: - Jon has **13 Lego sets** initially. - He sells each Lego set for **$15**. - He buys **8 identical gems** for **$20 each**. - After buying the gems, he has **$5 left*...",6.6247,True,False,0,"John sells all his lego sets, so he does not have any left. Answer: 0",1.1946
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0039,mgsm,math_word_problem,short_answer,10,all_wrong,True,False,"প্রশ্নটি ""তিনি কত দ্রুত দৌড়ান?"" হলে, এটি সম্ভবত প্রতি ঘন্টায় দৌড়ানোর দ্রুতি (মাইল প্রতি ঘন্টা) বলতে বোঝায়।","প্রশ্নটি ""তিনি কত দ্রুত দৌড়ান?"" হলে, এটি সম্ভবত প্রতি ঘন্টায় দৌড়ানোর দ্রুতি (মাইল প্রতি ঘন্টা) বলতে বোঝায়। দেওয়া হ",6.636,True,False,(This seems incorrect — 60 miles in one hour is extremely fast,"The question is in Bengali and translates to: ""Jon ek soptahe 60 mail douran. Tini proti soptahe 3 din douran. Tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran. Tini kot drut douran?"" Let's interpre...",6.5904,True,False,Day 2: 1,"We are given: - John runs 60 miles a week. - He runs 3 days a week. - On the first day, he runs 3 hours. - On the other two days, he runs half as much as the first day, so 3 ÷ 2 = 1.5 hours each. We are asked: **How f...",6.5796
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0040,mgsm,math_word_problem,short_answer,18,all_wrong,True,False,চারগুণ বেশি দ্রুত গতিতে দৌড়াতে পারেন → দৌড়ানোর গতি = 4 × হাঁটার গতি,প্রদত্ত তথ্য: - চারগুণ বেশি দ্রুত গতিতে দৌড়াতে পারেন → দৌড়ানোর গতি = 4 × হাঁটার গতি - স্কিপের গতি = দৌড়ানোর গতির অর্ধেক,6.8368,True,False,"""jodi tini proti ghontay 3 mail skip korote paren, tahole douranoy ek-tritiyangsh o hantay d","The question appears to be in a corrupted or non-standard form, possibly due to encoding or transcription errors. However, based on the context and the structure of the question, it seems to be a logic or time-distanc...",6.5964,True,False,Total time = 6 hours.,"We are given: - Dana can skip at 3 miles per hour. - Skipping speed is **half** as fast as running. - So, running speed = 2 × skipping speed = 2 × 3 = **6 mph**. - Dana can walk at a speed that is **one-fourth** of ru...",6.5155
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0041,mgsm,math_word_problem,short_answer,8,english_only_correct,True,False,"বেনের iPhone সুজির iPhone-এর তুলনায় দ্বিগুণ পুরনো, তাই বেনের iPhone = 2 × 1 = 2 বছর পুরনো।","সুজির iPhone 1 বছর পুরনো। বেনের iPhone সুজির iPhone-এর তুলনায় দ্বিগুণ পুরনো, তাই বেনের iPhone = 2 × 1 = 2 বছর পুরনো। ব্র্যান্ডনের iPhone বেনের iPhone-এর থে",6.6294,True,False,na,"Jodi sujir iPhone 1 bochhor purono hoy, tahole bryandoner iPhone kot bochhorer purono na, karon ""bryandoner iPhone bener iPhone-er theke charogun purono"" er moddhe, bryandoner iPhone er purono sheshe ""charogun"" (ekta ...",5.7718,True,True,8,"Suzy’s iPhone is 1 year old. Ben’s iPhone is two times older than Suzy’s, so: Ben’s iPhone = 2 × 1 = 2 years old. Brandon’s iPhone is four times as old as Ben’s: Brandon’s iPhone = 4 × 2 = 8 years old. 8",3.4771
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0042,mgsm,math_word_problem,short_answer,200,english_only_correct,True,False,পলির সাধারণ দূরত্ব = 400 ফুট,"পলি যখন নীলকান্ত মণি ধরে রাখেন, তখন তিনগুণ দূরত্ব অবধি জ্যাভলিন নিক্ষেপ করতে পারেন। পলির সাধারণ দূরত্ব = 400 ফুট তিনগুণ দূ",7.2507,True,False,"Jodi tini moniti dhore rakhen, tahole dragoner ognishikhar nagaler baire 400 fut durotb obodhi danriye poli sborn jyabholin diye dragonoke aghat korote paroben.","Jodi tini moniti dhore rakhen, tahole dragoner ognishikhar nagaler baire 400 fut durotb obodhi danriye poli sborn jyabholin diye dragonoke aghat korote paroben.",3.2847,True,True,1200 - 1000,"First, determine how far Polly can throw the javelin when holding the sapphire gemstone. Normally, Polly can throw the javelin 400 feet. When holding the gemstone, she can throw it **three times farther** than usual: ...",6.5936
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0043,mgsm,math_word_problem,short_answer,26,english_only_correct,True,False,সন্ধ্যার শেষে 14টি টুকরো অবশি�,"প্রতিটি পাইকে 8টি টুকরো করা হয়েছিল, এবং 5টি পাই রয়েছে। সুতরাং মোট টুকরো = 5 × 8 = 40 টি। সন্ধ্যার শেষে 14টি টুকরো অবশি�",6.8765,True,False,Each person gets 1 piece of papaya (since 5 pieces divided among 5 people).,"Let's solve the problem step by step. We are given a narrative in Bengali, which we need to interpret and solve mathematically. --- **Given:** - Thakuma Jons Domokolokormider Modhyahnobhojoner Jony 5ti apel pai bek ko...",6.6256,True,True,26,"Grandma Jones baked 5 pies, and each pie was cut into 8 pieces, so the total number of pieces is: 5 × 8 = 40 pieces At the end, 14 pieces remained. So, the number of pieces taken by the guests is: 40 - 14 = 26 26",3.8011
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0044,mgsm,math_word_problem,short_answer,48,english_only_correct,True,False,তাই প্রতি গ্রামের ক্যালোরি = (250 × 5) / 300 = 1250 / 300 ≈ 4.17 ক্�,প্রতি সার্ভিং 250 ক্যালোরি। 300 গ্রামের ব্যাগে 5টি সার্ভিং থাকে। তাই প্রতি গ্রামের ক্যালোরি = (250 × 5) / 300 = 1250 / 300 ≈ 4.17 ক্�,6.7898,True,False,200 grams,200 grams,0.4487,True,True,48,"First, determine how many calories are left in your daily target: 2000 - 1800 = 200 calories remaining. Each serving has 250 calories, so the number of servings you can eat is: 200 ÷ 250 = 0.8 servings. Each serving i...",5.6212
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0045,mgsm,math_word_problem,short_answer,20,all_wrong,True,False,20টি মোমবাতি তৈরি করতে প্রয়ো,প্রতি পাউন্ড মোম দিয়ে চার্লি 10টি টেপারড মোমবাতি তৈরি করতে পারেন। তার মোট মোমবাতি = 20টি 20টি মোমবাতি তৈরি করতে প্রয়ো,6.882,True,False,Each pound of mom and polote costs **$10.00**.,"First, let's understand the problem step by step: - Tini sells **10 units (momobati)** per pound. - Each pound of mom and polote costs **$10.00**. - If Tini sells each momobati for **$2.00**, how much profit will he m...",6.5789,True,False,Total revenue = 2,"First, determine how many pounds of beeswax are needed to make 20 candles. Since 1 pound of beeswax makes 10 candles: - Number of pounds needed = 20 candles ÷ 10 candles per pound = 2 pounds Cost of supplies = $10.00 ...",6.5919
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0046,mgsm,math_word_problem,short_answer,104,all_wrong,True,False,মঙ্গলবার: সোমবারের চেয়ে 2/5 গুণ বেশি → \( 5 + \frac{2}{5} \times 5 = 5 + 2 = 7 \) টি নিবন্ধ,সোমবার: 5টি নিবন্ধ মঙ্গলবার: সোমবারের চেয়ে 2/5 গুণ বেশি → \( 5 + \frac{2}{5} \times 5 = 5 + 2 = 7 \) টি নিবন্ধ বুধবার: মঙ্গলবারের চেয়ে দু,7.0141,True,False,{5},{5},0.4397,True,False,Total articles = 5 (Monday) + 7 (Tuesday) + 14 (Wednesday) = 26 articles,"First, find the number of articles Meredith wrote each day: - Monday: 5 articles - Tuesday: 2/5 times more than Monday → $ \frac{2}{5} \times 5 = 2 $ more articles than Monday So, Tuesday = 5 + 2 = 7 articles - Wednes...",6.5421
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0047,mgsm,math_word_problem,short_answer,163,english_only_correct,True,False,ক্যান্ডিস কফি শপে কাজে বেরোনোর আগে তাঁর পার্সে 80টি পোস্ট-ইট নোট ছিল।,ক্যান্ডিস কফি শপে কাজে বেরোনোর আগে তাঁর পার্সে 80টি পোস্ট-ইট নোট ছিল। যাওয়ার পথে তিনি এক প্যাকেট কিনলেন। কাজে গিয়ে তিনি,6.9646,True,False,197,220 - 23 = 197 197,1.0473,True,True,x = 163,"Candice originally had 80 post-it notes. She used some at work: placed 1 note on each of 220 cups → used 220 notes. After that, she had 23 notes remaining. So, the total number of post-it notes she had after buying th...",6.5816
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0048,mgsm,math_word_problem,short_answer,800,all_wrong,True,False,\frac{200}{40} = 5 \text{ টাই},"প্রতি নীল টাই $40 দরে ক্রয় করা হয়েছে। তিনি $200 ব্যয় করেছেন, তাই নীল টাই কতগুলি ক্রয় করেছেন? $$ \frac{200}{40} = 5 \text{ টাই} $$ জন",6.6499,True,False,"Step 1: Find how many ""Nil tai""","We are given: - ""Nil tai-er"" and ""Lal tai-er"" are two items. - The price of ""Lal tai-er"" is 50% more than ""Nil tai-er"". - Each ""Nil tai"" costs $40. - Total cost for ""Nil tai"" is $200. - We are to find: How much did ""T...",6.6036,True,False,\text{Cost of red ties} = 40 + (0.,"First, determine how many blue ties John bought. He spent $200 on blue ties that cost $40 each: $$ \text{Number of blue ties} = \frac{200}{40} = 5 $$ John buys twice as many red ties as blue ties: $$ \text{Number of r...",6.5557
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0049,mgsm,math_word_problem,short_answer,8,banglish_drop_vs_bangla_english,True,True,8,4 ফুট = 4 × 12 = 48 ইঞ্চি প্রতি টুকরো 6 ইঞ্চি লম্বা টুকরোর সংখ্যা = 48 ÷ 6 = 8 8,4.5375,True,False,"""The third baganer (third person) has 4 feet (4 fut) of race, and one person runs in a race. In","The question is in Bengali and appears to be a wordplay or riddle. Let's analyze it step by step: ""tresi baganer tometo gachher obolomboner jony 4 fut lomba ekoti tar byobohar korechhen. tarotike 6 inchi lomba tukoro ...",6.5606,True,True,8,4 feet = 48 inches Each piece is 6 inches long. Number of pieces = 48 ÷ 6 = 8 8,1.8089
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0050,mgsm,math_word_problem,short_answer,30,english_only_correct,True,False,"বিল্ডিং-এর 3/4 অংশ অধিকৃত, তাই অধিকৃত ইউনিট =","প্রতি ফ্লোরে 8টি ইউনিট আছে। বিল্ডিং 15 ফ্লোরের, তাই মোট ইউনিট = 15 × 8 = 120 টি। বিল্ডিং-এর 3/4 অংশ অধিকৃত, তাই অধিকৃত ইউনিট =",6.6889,True,False,"The question is in Bengali, so let's first understand and translate it:","The question is in Bengali, so let's first understand and translate it: ""Richard 15 florer ekoti ojapartoment bilding-e thaken. Protiti flore 8ti kore iunit achhe, ebong bilding-er 3/4 ongsh odhikrit. Bilding-e mot od...",6.5382,True,True,30,"Total floors = 15 Units per floor = 8 Total units in building = 15 × 8 = 120 Occupied portion = 3/4 So, occupied units = (3/4) × 120 = 90 Unoccupied units = Total units - Occupied units = 120 - 90 = 30 30",4.4867
