model,id,dataset,task_type,answer_type,gold,pattern,bangla_present,bangla_correct,bangla_parsed,bangla_raw,bangla_seconds,banglish_clean_present,banglish_clean_correct,banglish_clean_parsed,banglish_clean_raw,banglish_clean_seconds,english_present,english_correct,english_parsed,english_raw,english_seconds
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0039,mgsm,math_word_problem,short_answer,10,all_wrong,True,False,"প্রশ্নটি ""তিনি কত দ্রুত দৌড়ান?"" হলে, এটি সম্ভবত প্রতি ঘন্টায়","প্রশ্নটি ""তিনি কত দ্রুত দৌড়ান?"" হলে, এটি সম্ভবত প্রতি ঘন্টায়",3.4013,True,False,The question is in Bengali and translates to:,"The question is in Bengali and translates to: ""Jon ek soptahe 60 mail douran. Tini proti soptahe 3 din douran. Tini prothom dine 3 ghonta douran ebong ony dudin tar ordhek douran",3.3248,True,False,"On the other two days, he runs half as much as the first day, so 3 ÷ 2 = 1.5","We are given: - John runs 60 miles a week. - He runs 3 days a week. - On the first day, he runs 3 hours. - On the other two days, he runs half as much as the first day, so 3 ÷ 2 = 1.5",3.2448
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0040,mgsm,math_word_problem,short_answer,18,all_wrong,True,False,প্রদত্ত তথ্য:,প্রদত্ত তথ্য: - চারগুণ বেশি দ্রুত গতিতে দৌড়াতে পারেন → দৌড়,3.5555,True,False,"The question appears to be in a corrupted or non-standard form, possibly due to encoding or transcription errors. However, based on the context and the structure of the question, it seems to be a logic or time-distance problem involving ""mail"", ""skip"", ""tritiyangsh"" (likely a typo or misrender","The question appears to be in a corrupted or non-standard form, possibly due to encoding or transcription errors. However, based on the context and the structure of the question, it seems to be a logic or time-distanc...",3.328,True,False,"So, running speed = 2 × skipping speed = 2 × 3 = **6 mph**.","We are given: - Dana can skip at 3 miles per hour. - Skipping speed is **half** as fast as running. - So, running speed = 2 × skipping speed = 2 × 3 = **6 mph**. - Dana can walk at a speed that is **one-fourth**",3.2223
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0041,mgsm,math_word_problem,short_answer,8,all_wrong,True,False,সুজির iPhone 1 বছর পুরনো।,সুজির iPhone 1 বছর পুরনো। বেনের iPhone সুজির iPhone-এর তুলনায় দ্বিগুণ পুর,3.3691,True,False,"Jodi sujir iPhone 1 bochhor purono hoy, tahole bryandoner iPhone kot bochhorer purono na, karon ""bryandoner iPhone bener iPhone-er theke charogun purono"" er moddhe, bryandoner iPhone er pur","Jodi sujir iPhone 1 bochhor purono hoy, tahole bryandoner iPhone kot bochhorer purono na, karon ""bryandoner iPhone bener iPhone-er theke charogun purono"" er moddhe, bryandoner iPhone er pur",3.2758,True,False,Brandon’s iPhone = 4 × 2 = 8 years,"Suzy’s iPhone is 1 year old. Ben’s iPhone is two times older than Suzy’s, so: Ben’s iPhone = 2 × 1 = 2 years old. Brandon’s iPhone is four times as old as Ben’s: Brandon’s iPhone = 4 × 2 = 8 years",3.2058
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0042,mgsm,math_word_problem,short_answer,200,all_wrong,True,False,"পলি যখন নীলকান্ত মণি ধরে রাখেন, তখন তিনগুণ দূরত্ব অবধি জ্যাভল","পলি যখন নীলকান্ত মণি ধরে রাখেন, তখন তিনগুণ দূরত্ব অবধি জ্যাভল",3.9412,True,False,"Jodi tini moniti dhore rakhen, tahole dragoner ognishikhar nagaler baire 400 fut durotb obodhi danriye poli sborn jyabholin diye dragonoke aghat korote paroben.","Jodi tini moniti dhore rakhen, tahole dragoner ognishikhar nagaler baire 400 fut durotb obodhi danriye poli sborn jyabholin diye dragonoke aghat korote paroben.",3.2666,True,False,3 \times 400 = 12,"First, determine how far Polly can throw the javelin when holding the sapphire gemstone. Normally, Polly can throw the javelin 400 feet. When holding the gemstone, she can throw it **three times farther** than usual: ...",3.3344
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0043,mgsm,math_word_problem,short_answer,26,all_wrong,True,False,"প্রতিটি পাইকে 8টি টুকরো করা হয়েছিল, এবং 5টি পাই রয়েছে।","প্রতিটি পাইকে 8টি টুকরো করা হয়েছিল, এবং 5টি পাই রয়েছে। স�",3.6016,True,False,Thakuma Jons Domokolokormider Modhyahnobhojoner Jony 5ti apel pai bek kore,"Let's solve the problem step by step. We are given a narrative in Bengali, which we need to interpret and solve mathematically. --- **Given:** - Thakuma Jons Domokolokormider Modhyahnobhojoner Jony 5ti apel pai bek kore",3.3823,True,False,40 - 14,"Grandma Jones baked 5 pies, and each pie was cut into 8 pieces, so the total number of pieces is: 5 × 8 = 40 pieces At the end, 14 pieces remained. So, the number of pieces taken by the guests is: 40 - 14",3.261
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0044,mgsm,math_word_problem,short_answer,48,all_wrong,True,False,300 গ্রামের ব্যাগে 5টি সার্ভিং থাকে,প্রতি সার্ভিং 250 ক্যালোরি। 300 গ্রামের ব্যাগে 5টি সার্ভিং থাকে,3.5134,True,False,200 grams,200 grams,0.4441,True,False,200 ÷ 250 = 0.8,"First, determine how many calories are left in your daily target: 2000 - 1800 = 200 calories remaining. Each serving has 250 calories, so the number of servings you can eat is: 200 ÷ 250 = 0.8",3.2866
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0045,mgsm,math_word_problem,short_answer,20,all_wrong,True,False,প্রতি পাউন্ড মোম দিয়ে চার্লি 10টি টেপারড মোমবাতি তৈরি করতে �,প্রতি পাউন্ড মোম দিয়ে চার্লি 10টি টেপারড মোমবাতি তৈরি করতে �,3.5123,True,False,"If Tini sells each momobati for **$2.00**, how much","First, let's understand the problem step by step: - Tini sells **10 units (momobati)** per pound. - Each pound of mom and polote costs **$10.00**. - If Tini sells each momobati for **$2.00**, how much",3.3154,True,False,Cost of supplies = $10.,"First, determine how many pounds of beeswax are needed to make 20 candles. Since 1 pound of beeswax makes 10 candles: - Number of pounds needed = 20 candles ÷ 10 candles per pound = 2 pounds Cost of supplies = $10.",3.2868
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0046,mgsm,math_word_problem,short_answer,104,all_wrong,True,False,মঙ্গলবার: সোমবারের চেয়ে 2/5 গুণ বেশি → \( 5,সোমবার: 5টি নিবন্ধ মঙ্গলবার: সোমবারের চেয়ে 2/5 গুণ বেশি → \( 5,3.8468,True,False,{5},{5},0.4347,True,False,"So, Tuesday = 5 + 2","First, find the number of articles Meredith wrote each day: - Monday: 5 articles - Tuesday: 2/5 times more than Monday → $ \frac{2}{5} \times 5 = 2 $ more articles than Monday So, Tuesday = 5 + 2",3.3216
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0047,mgsm,math_word_problem,short_answer,163,all_wrong,True,False,ক্যান্ডিস কফি শপে কাজে বেরোনোর আগে তাঁর পার্সে 80টি পোস্ট-ইট �,ক্যান্ডিস কফি শপে কাজে বেরোনোর আগে তাঁর পার্সে 80টি পোস্ট-ইট �,3.6822,True,False,197,220 - 23 = 197 197,1.0305,True,False,"After that, she had 23 notes remaining.","Candice originally had 80 post-it notes. She used some at work: placed 1 note on each of 220 cups → used 220 notes. After that, she had 23 notes remaining. So, the total number of post-it notes she had after buying",3.2819
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0048,mgsm,math_word_problem,short_answer,800,all_wrong,True,False,তিনি $200 ব্যয় করেছেন,প্রতি নীল টাই $40 দরে ক্রয় করা হয়েছে। তিনি $200 ব্যয় করেছেন,3.4457,True,False,"Each ""Nil tai"" costs $40.","We are given: - ""Nil tai-er"" and ""Lal tai-er"" are two items. - The price of ""Lal tai-er"" is 50% more than ""Nil tai-er"". - Each ""Nil tai"" costs $40. - Total cost for ""Nil",3.2941,True,False,\text{Number of blue ties} = \frac{200}{40} = 5,"First, determine how many blue ties John bought. He spent $200 on blue ties that cost $40 each: $$ \text{Number of blue ties} = \frac{200}{40} = 5 $$ John buys twice as many red ties as blue ties:",3.2009
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0049,mgsm,math_word_problem,short_answer,8,english_only_correct,True,False,প্রতি টুকরো 6 ইঞ্চি লম্বা,4 ফুট = 4 × 12 = 48 ইঞ্চি প্রতি টুকরো 6 ইঞ্চি লম্বা টুকরোর স,3.3646,True,False,"""tresi baganer tometo gachher obolomboner jony 4 fut lomba ekoti tar byobohar korechhen. tarotike","The question is in Bengali and appears to be a wordplay or riddle. Let's analyze it step by step: ""tresi baganer tometo gachher obolomboner jony 4 fut lomba ekoti tar byobohar korechhen. tarotike",3.2059,True,True,8,4 feet = 48 inches Each piece is 6 inches long. Number of pieces = 48 ÷ 6 = 8 8,1.7464
Qwen/Qwen3-4B-Instruct-2507,mgsm_bn_0050,mgsm,math_word_problem,short_answer,30,all_wrong,True,False,"বিল্ডিং 15 ফ্লোরের, তাই মোট ইউনিট","প্রতি ফ্লোরে 8টি ইউনিট আছে। বিল্ডিং 15 ফ্লোরের, তাই মোট ইউনিট",3.391,True,False,"The question is in Bengali, so let's first understand and translate it:","The question is in Bengali, so let's first understand and translate it: ""Richard 15 florer ekoti ojapartoment bilding-e thaken. Protiti flore 8ti kore iunit achhe, ebong bilding-er 3/4 ongsh od",3.2599,True,False,"So, occupied units = (3/4) × 120 = 90","Total floors = 15 Units per floor = 8 Total units in building = 15 × 8 = 120 Occupied portion = 3/4 So, occupied units = (3/4) × 120 = 90 Unoccupied units =",3.2122
